Age,Sex
45,1
73,3
57,1
94,6
21,1
263,7
42,2
86,4
36,2
95,4
52,2
10,2
36,1
100,3
97,3
16,2
104,3
46,2
38,1
44,1
123,4
22,1
113,4
22,1
-1,1
57,2
63,3
58,4
27,2
13,1
38,3
56,1
46,1
53,1
32,2
27,1
65,3
17,1
98,4
19,2
36,4
2,1
17,1
127,8
41,2
45,2
37,1
140,5
46,2
38,1
21,1
123,2
60,2
57,2
188,6
181,10
36,1
59,3
17,2
59,3
45,3
103,2
27,1
38,1
46,1
62,4
60,3
42,1
63,5
-1,2
94,6
57,4
96,5
16,1
19,1
46,1
104,3
58,4
55,1
20,1
40,1
16,1
59,3
66,3
41,2
29,2
37,3
54,4
43,2
35,1
21,2
17,1
56,4
32,2
64,2
28,1
20,1
67,3
114,2
31,1
115,5
83,3
24,1
46,1
33,2
89,3
89,2
102,3
95,2
36,1
115,2
81,3
33,1
34,1
45,1
32,1
138,3
40,1
140,4
179,7
48,2
142,6
53,1
154,3
163,3
98,3
208,10
127,3
79,5
39,1
52,2
42,3
169,6
38,1
74,2
53,2
26,2
105,4
138,8
29,2
48,1
24,1
11,1
244,11
-1,1
42,1
175,11
22,1
127,8
102,3
26,2
170,5
39,1
20,2
247,7
117,5
94,3
10,1
44,2
36,1
27,2
34,2
99,3
37,1
122,7
49,2
27,1
92,4
118,5
173,4
40,2
18,2
50,2
89,1
33,1
49,1
86,2
249,8
25,1
34,2
22,1
-1,2
29,2
38,1
58,1
45,1
109,5
127,3
91,3
23,1
28,1
22,1
86,1
56,3
57,1
92,3
63,6
20,2
20,1
36,1
114,5
183,4
79,2
130,3
13,2
36,1
159,6
28,1
135,3
26,1
64,2
173,5
78,4
55,2
170,5
61,1
44,2
63,1
198,5
82,1
286,8
25,2
243,9
80,4
-1,2
19,1
58,2
39,2
28,1
80,1
-1,2
106,5
78,1
50,1
-1,2
58,2
44,2
89,5
117,2
63,3
33,2
114,3
42,1
28,1
201,10
53,4
98,4
47,4
50,2
99,3
20,2
31,2
22,2
59,3
194,4
26,1
154,6
33,2
159,5
58,3
11,2
122,3
13,1
177,8
39,1
34,1
173,7
155,4
25,1
59,3
-2,4
52,7
103,6
78,2
67,1
385,19
30,1
18,1
105,5
238,8
42,1
76,2
40,2
69,2
153,7
86,5
38,1
137,4
84,4
100,3
77,2
64,2
107,7
16,1
69,1
67,2
57,4
39,2
64,4
148,8
69,2
32,1
195,8
20,2
51,4
61,2
31,2
124,6
173,7
19,2
34,1
92,4
52,1
44,1
24,2
140,7
-1,2
137,4
85,2
29,2
89,3
28,2
59,2
39,2
83,3
70,1
44,2
143,6
52,4
66,3
72,3
21,1
17,1
115,2
69,1
33,1
22,2
119,3
62,2
29,4
41,1
19,1
43,1
137,6
32,1
20,1
45,1
155,5
176,6
68,2
22,1
143,7
17,1
67,6
33,1
41,3
21,2
52,1
40,1
46,1
22,2
18,1
41,3
24,2
18,1
41,1
34,2
50,1
37,1
36,1
32,1
49,1
119,3
30,2
128,4
51,1
168,4
33,1
65,2
121,3
151,4
45,1
36,1
38,1
49,1
36,1
65,4
238,6
24,2
46,1
63,3
121,3
133,4
23,1
181,5
46,1
331,15
341,14
36,2
53,2
368,14
100,4
59,3
29,1
203,14
14,1
344,12
37,2
47,3
22,1
73,3
168,8
88,2
319,12
39,3
45,1
180,6
302,10
215,5
25,2
35,2
82,4
40,3
35,2
42,2
29,1
43,2
36,1
73,4
18,1
109,3
80,2
129,4
20,1
22,2
22,2
71,4
116,3
77,3
-1,1
41,2
86,2
50,1
43,1
31,1
17,2
165,4
118,6
95,4
45,1
45,2
47,2
0,2
76,2
88,2
49,2
57,1
113,4
52,2
53,1
86,4
287,6
75,2
34,1
159,6
24,1
20,2
71,4
37,1
63,1
57,2
32,1
62,5
174,6
37,2
26,2
35,2
35,1
98,4
106,3
53,1
225,9
27,2
15,2
66,4
79,3
59,3
16,1
33,2
24,3
38,2
64,2
162,7
17,2
33,2
46,2
-1,1
88,2
122,5
14,1
3,1
10,2
15,2
80,2
22,1
90,2
112,5
16,1
4,1
54,3
1,4
63,5
74,2
43,2
18,1
12,1
14,4
100,5
12,1
96,4
56,4
48,2
40,1
23,1
28,1
19,1
286,12
58,2
59,2
80,4
21,2
74,2
119,5
93,4
53,2
6,2
17,1
45,2
21,1
162,6
98,3
137,4
100,4
14,2
72,2
44,1
49,1
138,5
134,6
119,4
28,1
32,2
26,1
67,3
31,3
19,2
61,2
136,8
55,1
42,1
41,1
43,1
133,4
26,1
26,1
44,2
39,2
54,3
49,3
-1,1
95,2
26,1
91,7
115,4
34,2
66,2
50,1
13,3
81,3
79,3
18,1
25,1
43,1
50,1
160,11
100,3
69,3
26,1
68,3
130,5
73,2
22,1
29,1
18,1
32,1
132,6
22,1
24,2
173,5
19,2
18,1
27,1
19,1
54,1
16,1
44,1
73,7
21,1
38,2
34,1
23,1
22,1
57,6
21,1
30,1
50,1
-1,1
51,2
46,1
56,1
42,2
82,2
125,3
60,1
38,1
139,6
61,1
152,7
33,4
-1,2
83,2
257,7
43,1
41,1
90,4
87,5
157,5
114,4
18,1
63,1
143,6
82,2
137,7
10,1
243,9
25,3
14,2
164,8
33,2
73,6
19,1
84,2
102,5
203,9
67,4
106,8
9,1
162,8
17,2
148,7
106,5
169,4
48,2
40,4
42,1
44,2
78,2
60,1
151,6
17,1
73,2
49,4
25,2
79,2
122,6
77,5
55,3
151,5
74,3
26,1
60,2
42,1
48,1
131,3
86,1
40,1
150,5
78,1
40,2
35,1
76,2
73,2
67,1
66,4
67,2
63,2
122,3
33,1
61,1
35,2
97,3
66,3
181,13
86,2
59,2
106,3
95,5
66,2
78,5
55,2
109,4
39,1
175,4
37,2
46,2
71,2
55,3
120,6
80,4
56,1
166,6
76,2
11,1
23,4
39,4
12,1
20,1
41,3
3,1
124,5
4,2
116,3
13,1
80,4
34,1
37,2
27,2
201,5
21,2
22,2
21,2
70,1
153,10
21,1
54,1
55,3
85,2
42,1
155,9
63,2
75,5
29,1
169,8
30,2
24,1
141,5
-1,2
50,3
75,6
49,6
47,1
216,8
34,1
4,1
56,5
195,10
24,1
113,5
31,1
59,4
17,2
131,5
7,2
39,1
58,2
138,6
20,1
133,5
135,6
43,4
44,3
278,16
34,2
36,1
100,3
10,2
110,4
57,1
43,2
78,4
97,3
123,4
178,7
21,2
183,5
40,1
64,1
46,1
24,1
87,4
85,2
162,6
88,2
50,2
296,15
77,2
29,1
118,3
75,3
33,1
28,2
28,1
20,2
262,10
140,3
23,2
48,1
111,4
37,1
25,2
27,1
73,3
148,6
62,4
28,1
35,1
40,2
30,1
-1,1
25,2
41,2
101,6
34,1
16,2
43,1
24,2
37,1
116,5
26,1
73,1
28,1
19,1
82,2
29,1
47,2
237,12
47,3
78,2
36,2
62,4
30,1
43,2
83,1
38,1
54,1
52,1
60,2
127,2
46,2
42,2
70,2
94,3
60,2
58,2
163,7
171,4
37,1
68,5
103,4
66,3
192,10
29,1
103,3
47,2
73,3
67,1
11,2
93,4
101,3
12,1
89,3
64,4
59,4
117,9
65,3
15,1
365,21
69,3
-1,1
187,9
81,5
21,1
80,4
87,2
47,2
48,2
9,1
94,4
35,2
51,1
20,1
74,5
158,7
109,5
124,6
45,2
35,2
45,2
52,4
73,4
45,2
134,4
192,6
-1,1
33,1
101,3
220,5
60,1
171,5
98,2
105,5
106,3
41,1
84,2
46,1
111,4
87,3
248,8
19,1
67,2
108,3
110,2
95,3
134,3
82,3
67,3
84,2
143,3
81,4
42,1
85,2
50,2
74,4
22,1
104,2
22,1
100,9
294,9
368,8
76,3
151,7
36,1
124,2
107,3
81,3
117,3
43,2
27,2
52,4
74,4
170,5
216,12
75,2
71,2
122,3
86,3
67,1
28,1
90,3
17,1
-1,1
28,2
18,1
41,1
76,1
135,3
84,1
53,2
13,1
441,19
64,2
58,4
165,9
3,1
36,3
11,2
66,3
43,2
17,1
30,1
58,4
25,1
149,4
23,2
107,2
27,1
239,8
197,8
72,3
75,2
31,1
79,2
117,7
150,5
152,8
30,1
29,3
16,2
51,2
55,4
153,5
170,9
32,2
19,1
51,2
125,6
23,1
81,3
36,2
63,1
97,4
73,3
38,1
41,1
37,1
172,7
150,4
294,7
17,1
36,1
398,12
69,4
17,1
61,2
199,5
47,1
69,4
37,1
89,3
19,1
154,9
73,2
105,4
14,2
136,3
324,18
68,2
62,2
58,4
16,1
26,2
17,1
201,7
87,2
94,4
143,6
95,3
76,3
95,2
33,1
3,1
27,1
29,1
41,2
79,2
166,7
18,2
68,2
159,3
110,4
25,2
34,2
19,2
237,9
78,2
32,3
144,4
26,1
51,1
19,2
49,4
37,4
18,1
108,4
59,1
25,1
32,1
48,1
28,1
28,1
32,1
26,1
23,1
20,1
73,3
23,1
22,1
30,1
55,1
22,1
25,1
75,2
26,1
49,1
32,1
31,1
100,3
31,1
30,1
64,4
56,1
89,2
22,1
43,1
39,1
218,7
22,2
55,3
40,2
98,3
102,6
34,2
40,2
27,1
158,6
45,4
54,2
33,1
87,4
62,5
191,4
110,10
81,3
36,2
119,11
29,2
152,7
42,1
169,6
87,2
107,3
81,4
158,11
40,2
112,2
48,1
64,4
113,9
17,1
40,1
7,1
118,6
152,3
39,2
49,1
82,2
45,1
248,7
128,7
50,2
41,1
20,1
47,3
24,1
97,7
41,2
49,2
36,1
30,1
50,2
66,1
82,1
90,3
33,1
169,7
49,2
69,2
53,4
70,2
119,6
41,1
71,1
61,2
36,1
50,1
59,2
33,3
15,1
76,1
61,2
42,4
89,2
50,1
67,1
107,4
55,1
100,3
31,1
29,1
93,2
17,1
100,4
59,3
157,5
23,1
-1,2
67,3
59,3
32,1
66,3
27,2
195,12
102,4
52,2
133,5
72,2
81,2
75,1
19,1
21,2
32,2
140,4
19,2
22,1
26,2
104,4
20,3
29,1
60,2
93,2
13,2
20,2
28,1
44,1
74,2
72,2
83,2
58,3
112,3
50,2
59,2
5,1
45,1
241,9
59,2
36,2
105,10
51,2
43,3
7,1
51,3
92,4
69,2
23,2
16,1
13,2
48,4
92,3
65,2
109,2
148,2
39,3
262,8
99,3
15,1
18,1
252,13
105,3
57,2
23,2
132,7
111,3
22,2
44,2
10,1
39,1
39,1
63,5
81,3
16,1
162,6
43,1
247,8
25,2
182,3
48,2
271,9
81,2
84,2
93,5
132,5
205,9
63,4
83,5
180,6
99,4
97,4
50,3
40,1
55,2
157,8
82,2
26,2
43,1
42,1
62,4
20,2
25,2
85,3
100,9
94,5
32,1
163,4
129,4
78,4
55,3
29,1
74,4
42,2
16,1
15,2
-1,1
19,2
33,2
40,3
48,6
27,1
74,5
29,1
46,2
38,3
84,3
64,1
91,7
57,2
60,4
21,2
113,4
29,1
105,2
54,2
22,1
38,3
47,3
21,1
38,2
48,3
95,2
17,1
56,3
82,4
202,9
17,2
19,2
15,1
-1,2
51,2
24,2
25,1
-1,1
73,2
38,2
26,1
27,2
71,3
66,2
28,2
31,1
21,1
26,1
153,3
18,1
56,4
27,1
41,3
47,2
21,2
44,2
59,2
77,3
45,1
53,3
40,1
22,1
30,2
19,1
28,1
39,2
20,1
72,3
34,1
19,1
87,2
71,3
98,7
52,5
24,2
24,1
20,1
47,2
45,1
63,5
46,2
41,1
169,7
103,5
37,2
30,1
74,2
84,2
40,2
40,2
73,2
19,2
19,2
46,3
259,9
29,1
251,10
27,2
28,1
19,2
63,2
53,2
50,2
94,4
12,1
111,3
60,2
90,3
30,1
20,1
22,2
53,1
125,12
41,2
22,1
17,1
40,2
76,2
28,1
22,1
94,3
76,1
135,3
81,3
67,3
30,1
43,3
163,6
40,1
61,2
50,2
18,2
85,2
58,3
24,1
193,7
19,2
132,3
92,2
58,2
90,4
90,2
29,2
24,2
240,10
59,7
13,2
69,4
98,4
25,2
68,4
73,3
17,1
12,1
6,1
46,3
59,1
121,7
34,1
80,4
45,2
233,8
61,3
20,1
73,3
63,1
24,1
43,1
78,3
105,6
25,2
134,2
74,5
128,2
80,3
128,7
119,3
82,2
5,2
126,3
85,7
149,4
44,3
16,1
46,3
26,1
70,4
36,1
78,1
1,2
77,3
32,2
139,4
44,1
30,1
62,2
15,1
126,5
122,7
140,5
37,1
32,1
233,10
84,2
56,2
54,1
18,1
112,14
30,1
137,6
42,1
46,3
20,2
68,8
36,1
42,1
83,3
45,1
67,2
108,4
29,1
28,1
30,1
183,7
27,1
101,7
32,1
105,3
52,3
50,2
28,1
51,1
69,2
33,1
22,1
49,4
58,2
13,1
76,3
20,1
37,1
28,2
42,1
59,2
21,1
17,1
56,4
58,2
90,3
35,1
32,1
46,1
79,3
-1,1
35,3
19,1
41,1
21,2
86,5
21,1
62,2
17,1
14,2
40,1
287,5
21,1
54,1
50,1
30,1
29,1
40,2
18,1
33,1
76,3
32,1
21,1
44,1
17,1
30,1
153,5
71,3
52,2
37,1
90,3
25,1
62,2
50,3
51,3
90,2
84,6
43,2
23,2
22,1
50,2
93,4
95,6
48,1
42,2
50,1
44,1
-1,1
33,2
-1,2
142,4
40,2
36,2
18,1
25,1
19,1
75,3
66,2
77,2
37,2
17,1
93,1
83,3
169,5
22,1
77,2
50,4
62,1
41,2
28,2
38,2
-1,2
187,5
28,2
80,2
78,1
187,9
21,2
172,3
58,2
28,2
46,2
111,6
80,2
60,1
43,2
105,4
68,4
53,1
54,1
35,4
81,2
21,2
57,3
80,5
44,1
99,4
103,3
173,6
11,1
96,4
38,1
72,4
25,1
46,2
38,2
110,2
194,6
70,3
70,4
49,2
83,6
30,2
25,2
91,5
33,3
94,3
21,1
71,4
21,1
18,1
19,1
44,2
66,6
11,1
167,11
62,2
31,3
55,2
133,5
48,2
82,2
80,2
60,2
45,3
77,4
42,2
61,2
63,4
48,1
96,4
380,14
57,2
12,1
47,2
86,4
101,3
139,7
24,1
146,8
18,1
54,1
16,3
20,1
44,1
64,4
360,13
70,3
100,5
90,1
91,2
2,1
75,2
46,2
89,3
71,4
15,1
51,1
72,2
24,1
105,7
61,5
33,2
106,2
41,1
39,1
87,2
133,4
222,7
49,1
22,2
53,4
27,1
74,3
59,2
19,1
171,5
37,1
43,3
89,5
36,3
49,2
55,1
20,1
24,1
148,8
124,6
52,2
21,1
71,2
22,1
47,2
46,1
28,1
18,1
20,1
22,1
26,2
16,2
26,1
21,1
33,4
30,1
17,1
17,2
29,1
80,2
-1,1
40,1
53,2
26,2
103,4
38,2
61,3
43,1
99,2
39,1
51,2
15,1
36,1
39,1
99,3
111,5
136,5
109,5
12,1
35,2
42,2
51,2
100,8
22,2
224,8
367,10
20,1
52,2
99,4
86,3
84,3
61,2
44,3
84,3
44,1
110,6
16,1
17,1
309,13
51,1
74,3
68,6
135,6
112,4
21,2
24,1
43,2
62,3
46,2
83,3
35,2
92,5
33,2
31,2
47,2
26,1
26,2
41,1
82,3
60,1
61,2
35,1
47,1
33,1
70,1
65,2
27,2
28,1
51,1
54,2
38,1
111,2
47,2
65,2
22,1
43,2
87,5
59,2
29,1
74,1
78,2
65,1
33,1
90,3
62,1
46,2
337,11
36,1
42,1
77,1
60,2
92,2
46,2
16,3
80,1
106,4
145,3
32,2
126,5
76,2
95,8
20,1
214,7
122,3
26,1
20,1
177,8
56,1
38,1
37,2
83,1
44,2
78,4
168,6
22,3
62,2
41,1
55,1
88,5
73,4
48,2
80,3
59,1
97,3
52,1
44,1
65,2
41,2
74,3
35,2
-1,2
30,1
86,6
25,1
125,3
138,3
83,3
5,2
77,3
14,1
12,1
116,9
93,2
124,3
39,1
14,2
65,3
3,1
105,7
10,1
13,2
36,1
53,1
16,2
36,1
35,4
35,1
45,2
31,2
111,6
77,2
11,2
86,2
203,8
59,2
27,2
119,5
25,1
40,2
53,3
21,1
80,3
141,4
75,2
37,2
247,10
79,1
123,6
82,4
134,5
147,6
51,1
37,1
33,3
11,1
42,1
117,3
80,6
18,1
80,2
16,1
18,2
152,5
29,2
76,4
68,1
11,1
22,2
63,1
49,2
60,2
17,1
18,1
50,3
43,3
29,1
117,8
92,5
36,2
69,2
16,1
23,2
41,1
37,2
61,4
22,1
101,4
22,2
31,1
35,1
21,1
20,2
38,1
42,1
68,4
38,1
20,1
97,3
55,1
43,1
54,1
27,1
38,1
28,1
18,2
19,2
83,1
23,1
25,2
47,1
63,1
33,1
38,1
49,1
30,1
74,4
53,2
36,1
76,2
39,2
26,1
32,2
226,7
38,1
100,3
124,5
57,1
52,3
72,3
16,1
30,3
70,2
12,2
65,6
37,1
165,10
52,3
79,4
82,4
67,4
66,1
99,4
-1,1
38,1
81,2
131,9
138,6
9,2
49,2
72,2
112,8
47,2
139,4
40,2
29,1
111,5
36,1
37,2
27,1
129,3
211,7
56,1
45,2
35,2
77,2
70,2
157,4
77,5
82,2
30,1
38,2
157,4
19,1
26,2
85,2
150,5
50,2
71,2
40,2
87,1
29,3
308,9
21,2
55,1
60,2
45,1
46,1
49,1
132,5
46,1
46,1
-1,1
16,1
178,4
95,4
106,3
67,3
159,6
66,3
162,5
42,1
58,2
44,1
70,4
27,1
301,11
113,3
182,6
27,2
62,3
45,1
277,10
85,4
27,1
152,4
29,1
43,1
46,3
81,4
45,2
64,2
20,1
74,1
147,3
37,1
12,1
16,1
111,4
12,1
578,22
58,2
53,3
75,2
53,5
39,1
24,3
37,5
52,1
217,9
22,1
42,2
32,5
47,1
107,3
46,2
139,2
24,1
117,3
20,2
22,2
-1,1
20,2
19,1
31,1
23,2
139,5
101,4
19,1
53,2
153,8
205,10
171,6
104,3
83,3
42,6
105,6
86,2
74,2
46,1
65,3
30,1
68,6
164,5
48,1
82,5
53,1
300,13
17,1
20,2
37,2
127,4
45,1
109,4
37,1
66,5
65,3
95,5
61,2
18,2
30,2
145,7
196,7
60,4
54,3
16,2
58,2
36,1
348,14
21,2
78,9
41,1
17,2
86,4
47,2
168,6
43,2
59,1
18,1
32,1
48,1
55,2
27,2
52,2
36,1
68,2
64,4
131,6
31,2
35,2
17,1
18,1
59,1
84,3
80,2
59,4
52,1
111,4
34,1
22,1
60,1
47,1
20,1
61,3
57,4
40,3
30,1
218,3
18,1
60,2
67,6
54,1
89,2
80,3
42,1
24,1
35,1
27,1
34,2
50,1
37,1
22,1
32,1
21,1
82,1
24,1
26,1
20,1
22,1
32,1
34,1
90,4
131,4
18,1
22,2
37,1
41,2
30,1
86,3
44,1
152,6
15,1
84,3
97,3
70,2
71,2
12,1
64,1
97,3
53,3
15,2
77,4
21,1
140,5
123,7
42,2
57,1
-1,2
41,2
144,4
34,2
63,3
16,1
37,2
41,2
31,2
147,7
32,4
97,7
27,1
224,13
35,2
364,11
91,3
37,1
45,1
44,2
17,1
71,2
202,5
43,2
18,1
140,6
20,1
42,2
83,4
45,3
46,1
74,1
82,1
18,2
152,5
40,2
39,1
44,1
4,1
72,4
82,1
42,2
69,2
91,6
18,2
163,7
58,1
34,1
70,3
14,1
80,4
16,1
70,2
59,1
149,4
25,1
80,2
77,2
78,2
107,5
20,2
35,4
2,1
45,2
87,2
64,2
-1,1
127,6
38,1
19,2
96,5
239,6
47,2
120,4
137,4
38,4
53,1
97,3
27,1
71,2
109,5
45,1
77,2
45,1
35,2
20,1
60,1
91,4
19,1
24,1
128,3
35,1
18,2
52,6
92,3
53,1
23,1
16,1
109,4
21,1
51,1
58,2
105,3
28,2
171,5
22,1
66,1
65,4
11,1
65,1
21,2
13,2
29,1
-1,2
136,10
118,4
192,11
49,2
251,9
132,6
124,5
72,2
150,7
139,8
38,1
43,2
30,3
161,4
28,1
28,2
18,1
20,2
102,3
112,6
17,1
36,1
77,3
276,10
28,4
86,2
24,1
133,5
64,2
169,7
54,2
137,6
24,2
133,4
51,2
202,7
231,8
11,1
144,4
122,3
100,2
112,7
43,2
176,8
32,3
157,7
98,4
83,4
22,3
111,7
25,1
22,3
27,2
87,4
50,2
22,1
257,8
55,4
30,1
57,1
36,2
14,1
56,2
39,2
17,1
24,2
47,2
42,1
73,1
31,1
52,3
22,2
66,2
110,6
121,7
25,1
49,1
94,2
42,1
31,1
124,3
121,3
16,1
66,1
87,5
72,2
19,1
120,6
89,4
20,2
16,1
102,3
73,1
35,1
192,5
40,1
33,3
107,4
19,1
78,3
102,3
50,4
41,1
22,1
20,2
31,1
48,1
30,1
42,1
18,2
60,2
68,2
20,1
26,1
22,1
18,1
42,1
21,2
41,1
42,1
37,1
21,1
24,1
27,1
37,1
68,4
14,1
79,2
87,2
58,1
54,2
75,1
69,4
42,1
95,5
103,4
153,4
32,1
43,2
116,4
41,1
15,1
19,3
58,1
27,2
47,1
274,17
31,4
94,4
16,1
11,1
15,1
192,9
131,7
26,1
14,1
146,6
16,1
85,3
45,1
207,10
49,2
60,1
163,8
53,3
63,3
31,2
178,3
17,2
77,6
60,3
115,3
27,1
47,1
96,5
53,5
63,3
88,5
66,3
49,2
85,3
23,2
41,2
44,1
23,1
102,3
26,1
83,7
33,2
38,1
25,1
51,4
26,2
84,4
76,4
45,3
89,6
28,6
17,2
233,6
70,1
117,6
72,3
138,3
56,2
94,2
183,6
50,1
177,6
67,4
90,3
197,8
29,1
49,1
52,2
136,3
46,2
28,1
196,9
63,1
28,1
17,1
75,4
22,1
111,4
265,12
65,2
74,4
183,5
85,2
113,3
224,5
283,5
46,1
175,5
195,5
150,5
175,4
20,1
169,3
94,4
165,4
23,2
35,2
16,1
54,2
30,2
74,6
3,1
42,4
12,2
32,1
114,5
78,2
41,1
353,12
9,1
56,1
38,1
62,2
14,1
178,6
102,4
73,4
48,3
108,4
69,5
85,3
97,4
54,1
57,3
32,1
42,2
139,5
283,10
98,4
92,3
186,6
64,3
47,1
154,7
8,2
55,4
58,4
105,7
49,2
60,2
95,3
154,5
322,13
19,1
57,2
87,3
81,2
122,5
69,3
44,1
36,1
20,2
16,1
102,4
56,2
56,3
110,3
123,5
105,6
125,4
66,3
22,2
229,17
29,2
21,1
30,1
164,5
76,4
24,1
91,5
139,4
25,1
98,3
47,2
44,1
12,1
41,3
39,1
41,1
56,3
25,1
43,1
67,3
144,3
47,2
73,4
38,3
17,1
52,1
112,4
39,1
22,1
28,2
167,8
19,2
29,2
70,2
81,1
63,2
40,2
29,1
262,7
28,1
84,2
45,1
78,4
31,1
36,1
23,2
49,1
29,1
34,1
25,1
27,2
20,2
48,2
76,3
23,1
44,1
68,2
158,3
30,1
44,1
20,1
31,1
139,7
55,1
63,2
36,2
122,3
-1,2
90,4
51,2
59,1
102,3
73,4
23,3
84,2
69,2
18,1
52,1
50,1
111,4
60,3
149,3
306,10
33,2
83,6
-1,1
28,1
17,2
14,1
78,3
35,2
88,3
72,1
24,1
26,2
80,2
34,2
94,4
167,10
86,5
46,2
61,3
28,2
123,6
89,4
114,6
31,1
202,7
194,7
25,1
22,2
134,7
12,1
211,9
52,1
79,5
89,3
70,1
108,3
144,5
33,2
141,5
18,1
67,3
23,2
151,3
19,2
75,3
36,1
100,3
85,1
189,7
59,3
249,8
74,1
39,1
27,1
91,3
281,7
46,1
89,2
198,5
86,2
241,7
60,2
25,2
87,2
43,4
55,1
222,7
79,2
38,1
32,2
332,8
73,2
43,1
62,1
67,1
107,3
42,2
91,6
241,7
-1,1
68,2
36,2
48,1
36,1
107,4
21,1
250,7
127,2
314,12
58,3
22,1
187,5
164,5
27,1
46,4
18,1
17,1
41,2
21,2
98,3
113,3
48,2
-1,1
173,5
263,8
24,2
23,2
42,1
177,8
77,1
268,7
48,1
37,2
162,4
83,3
70,2
192,5
93,3
84,3
68,4
30,2
119,4
104,5
82,2
54,1
287,13
93,2
156,8
135,6
19,2
135,4
51,1
112,5
139,6
90,2
284,13
27,3
62,1
53,3
170,7
47,2
116,7
26,1
16,2
134,5
97,3
48,2
16,1
352,12
28,1
78,4
57,4
56,2
82,3
84,2
128,3
117,4
122,6
17,1
165,7
16,1
22,2
108,4
55,1
20,1
29,1
93,3
185,5
185,7
31,1
86,4
456,17
21,1
32,2
30,1
145,5
48,3
47,3
222,6
18,1
154,8
39,2
58,5
46,1
395,16
52,2
115,10
39,2
9,1
243,11
44,4
114,5
217,12
36,1
15,2
84,4
71,1
50,4
53,3
16,1
46,1
47,3
5,1
121,6
72,4
53,3
56,3
124,6
19,2
304,7
179,8
46,1
72,4
105,4
20,1
330,13
-1,1
112,6
133,5
49,2
33,3
225,8
149,4
123,4
51,3
94,7
120,7
100,3
87,4
113,3
16,2
39,1
316,12
177,4
128,5
28,1
130,4
29,1
126,3
70,5
59,5
131,5
64,2
171,4
24,1
101,4
27,1
27,1
121,7
37,2
50,2
33,1
65,3
26,1
29,2
-1,1
26,1
25,1
123,6
-1,2
27,2
25,1
7,2
87,2
44,1
26,1
32,1
94,5
39,1
47,2
78,6
22,1
39,1
61,2
19,2
34,1
56,5
33,1
16,1
26,1
57,3
48,1
48,2
70,8
34,1
39,3
70,3
24,1
26,1
30,1
31,1
29,1
18,1
63,4
21,2
51,3
62,2
55,3
19,1
34,1
18,1
48,3
22,1
25,1
124,3
49,1
19,1
28,1
19,1
43,1
118,4
67,2
54,2
32,2
27,2
89,4
57,4
24,2
53,4
45,2
49,1
29,2
39,1
22,1
29,2
14,1
47,2
55,4
91,4
47,3
342,10
69,3
26,1
63,4
139,5
154,6
212,10
140,7
84,5
48,2
105,7
94,5
251,10
58,3
178,11
32,1
39,1
80,1
105,2
271,6
65,1
140,7
169,7
67,4
86,2
192,5
127,9
59,2
41,2
119,6
103,4
49,2
35,1
50,1
40,3
32,3
111,3
22,1
43,1
52,2
42,1
140,6
60,4
63,1
24,3
29,1
183,10
107,3
69,2
142,3
19,2
4,2
103,6
232,10
54,2
29,4
94,3
70,2
157,5
23,2
88,1
123,4
3,4
172,7
52,5
59,2
13,1
39,1
42,5
117,3
110,6
85,4
151,6
29,1
160,6
312,9
56,2
29,2
64,2
52,1
44,3
6,1
62,7
49,2
72,1
458,24
36,1
126,3
38,3
114,4
46,2
65,4
77,1
34,2
125,7
111,3
39,1
132,5
286,16
52,2
67,3
17,2
160,12
125,3
106,4
44,2
151,6
89,5
100,5
260,10
20,1
58,1
15,1
210,7
13,1
26,1
36,2
64,3
45,2
139,8
54,1
140,3
115,3
63,2
20,2
58,2
144,4
37,2
48,2
312,16
14,2
25,1
176,11
115,3
51,1
104,2
128,4
36,2
81,2
32,1
49,2
90,4
22,1
119,6
72,2
10,2
102,2
109,5
28,1
2,2
39,3
198,12
37,1
144,5
27,1
47,3
49,3
16,1
4,2
284,9
18,1
108,7
69,1
20,1
105,2
156,5
42,1
36,1
174,10
32,2
74,2
109,3
39,1
22,2
53,3
70,1
251,8
69,4
74,4
120,4
40,3
173,4
38,2
166,6
58,2
64,1
8,1
117,3
160,6
55,2
6,2
213,8
97,6
11,1
43,1
141,6
84,1
91,4
76,4
50,3
116,4
18,1
80,3
62,4
34,3
48,1
42,2
99,4
109,5
44,2
28,1
233,8
62,3
61,2
311,13
18,1
92,2
39,1
65,3
51,3
62,1
28,1
81,3
137,8
68,1
28,2
23,1
60,1
45,4
95,4
239,8
82,3
145,4
100,4
47,1
90,3
54,3
114,7
131,6
33,1
39,2
29,1
40,2
20,2
21,2
37,2
103,7
108,4
17,2
39,2
39,2
20,1
77,4
168,10
127,7
60,2
169,4
65,2
22,1
22,1
65,2
25,1
54,3
18,1
21,2
34,1
36,3
23,1
84,4
85,6
47,4
23,1
39,1
50,2
19,2
101,6
94,6
18,2
27,1
32,1
58,3
96,6
22,1
68,3
55,2
23,1
21,1
43,4
22,2
38,2
21,1
21,1
41,3
66,2
54,3
22,1
30,1
157,7
73,2
56,3
27,3
41,1
45,3
17,1
18,1
26,1
50,1
23,2
38,1
46,1
42,2
44,1
80,2
74,3
66,1
48,2
40,1
41,1
-1,1
28,2
58,3
127,7
40,1
27,1
145,3
39,1
85,3
36,3
199,8
41,2
76,5
63,2
54,3
163,7
67,2
42,2
26,2
46,3
67,3
27,1
36,3
48,2
